index,0,1,2
26457,0.07272870581543975,0.1877843750049119,0.7394869191796484
26458,0.09744624597167127,0.246446407114573,0.6561073469137557
26459,0.08820781798915135,0.2314990441656643,0.6802931378451844
26460,0.08932302293469015,0.2269488882707068,0.683728088794603
26461,0.11089013168004958,0.28120670801199876,0.6079031603079517
26462,0.07947756057508526,0.21717091762383894,0.7033515218010757
26463,0.0946058610243721,0.24303134554554864,0.6623627934300792
26464,0.10135600707923818,0.25807159466042834,0.6405723982603335
26465,0.07759226851100451,0.21022905124915078,0.7121786802398447
26466,0.09502680773711772,0.25154433392662295,0.6534288583362592
26467,0.07464363840079397,0.19585804414460928,0.7294983174545968
26468,0.09074141196480659,0.23792721991968746,0.6713313681155061
26469,0.10225315012692242,0.2641181289271627,0.6336287209459149
26470,0.0817638006843897,0.21244744254393236,0.705788756771678
26471,0.07132801662888984,0.18601478777927435,0.7426571955918359
26472,0.07416552924127764,0.19753271087984353,0.7283017598788789
26473,0.09761071897908553,0.2497552786781883,0.6526340023427262
26474,0.07604531405954801,0.2052229049504598,0.7187317809899922
26475,0.10925052417434222,0.2715852313228911,0.6191642445027666
26476,0.11803533298549879,0.2948942979910582,0.587070369023443
26477,0.08074818580538269,0.21876462108194544,0.7004871931126718
26478,0.12324765900318596,0.30104489020011826,0.5757074507966958
26479,0.11968390762259104,0.2937862433977058,0.5865298489797032
26480,0.0912743303209059,0.23356356376957743,0.6751621059095168
26481,0.08727718697208371,0.22878736418128817,0.6839354488466282
26482,0.10803680526437759,0.27110208965921706,0.6208611050764054
26483,0.08272298820068588,0.2229071184238783,0.6943698933754359
26484,0.08453272590050959,0.22278392145690828,0.6926833526425822
26485,0.07421333409547551,0.19916114259618195,0.7266255233083426
26486,0.08044789764884075,0.21378584584026375,0.7057662565108954
26487,0.10921854119643015,0.27381105395552835,0.6169704048480416
26488,0.08000062416551025,0.21867511621662217,0.7013242596178676
26489,0.06771845348053261,0.18361012493076145,0.7486714215887059
26490,0.0904830375754326,0.23353704538411985,0.6759799170404475
26491,0.06850448559101269,0.1855994696356211,0.7458960447733664
26492,0.11257579060450504,0.27753586144177655,0.6098883479537184
26493,0.09723504661312676,0.25784785584907055,0.6449170975378027
26494,0.06856850666642082,0.18125315465372807,0.7501783386798511
26495,0.09335526446706689,0.24776065034928385,0.6588840851836493
26496,0.07016552428118583,0.191405599233348,0.7384288764854662
26497,0.08082508267824084,0.21000809904637666,0.7091668182753826
26498,0.11694798917836469,0.30243712885364815,0.5806148819679873
26499,0.0803830142816429,0.20888340653410434,0.7107335791842526
26500,0.1141788923229683,0.2845965998540585,0.6012245078229732
26501,0.10579327783438934,0.2640850805334124,0.6301216416321983
26502,0.08997430132548351,0.2380828223103453,0.6719428763641713
26503,0.10885864862659933,0.27415168597128625,0.6169896654021144
26504,0.09137547844043009,0.24623805491030382,0.662386466649266
26505,0.07881128095688003,0.20189106575167237,0.7192976532914477
26506,0.12009566357247785,0.3053415761029274,0.5745627603245949
26507,0.078097103872349,0.2076408704029486,0.7142620257247024
26508,0.0817361899946734,0.21221122760377892,0.7060525824015478
26509,0.11807388758043134,0.2933006787092268,0.5886254337103418
26510,0.11002744704013681,0.2675855308991851,0.6223870220606781
26511,0.10761628464082101,0.273858184250545,0.6185255311086341
26512,0.08131761665311196,0.2109340111720594,0.7077483721748287
26513,0.10114684235346494,0.26434958184072355,0.6345035758058116
26514,0.07452593574158388,0.2003007912797217,0.7251732729786945
26515,0.06959225662334902,0.1880795486289826,0.7423281947476683
26516,0.07013200489214841,0.19143000902629098,0.7384379860815606
26517,0.11880167483494343,0.30313945898809164,0.5780588661769649
26518,0.06915657809128008,0.18731960728880376,0.7435238146199162
26519,0.06609968562276193,0.1795271383083724,0.7543731760688657
26520,0.0709196850121147,0.19779094347812828,0.731289371509757
26521,0.13781261257633187,0.33822223047536926,0.5239651569482988
26522,0.0998037103073885,0.2667155459889312,0.6334807437036802
26523,0.0779904980995311,0.21034947392910708,0.7116600279713617
26524,0.11755475031119762,0.3081743466989207,0.5742709029898816
26525,0.09011123077967746,0.23331605023747423,0.6765727189828483
26526,0.09176367407889782,0.24248227338189526,0.6657540525392069
26527,0.09701405593222441,0.24406006459419388,0.6589258794735817
